,Headlines,Article,Published_Dates,Source_URLs
278,"Deploy bigger fire tenders to sanitise highrises, say Greater Noida residents",,2020-09-11,https://timesofindia.indiatimes.com/city/noida/deploy-bigger-tenders-to-sanitise-highrises-say-greater-noida-residents/articleshow/75427070.cms
279,"UP produces record 177 lakh sanitizer, nets Rs 137 crore",,2020-09-11,https://timesofindia.indiatimes.com/city/lucknow/up-produces-record-177l-sanitizer-nets-rs-137cr/articleshow/79359324.cms
280,SDMC’s sanitation worker who tested positive for coronavirus dies at AIIMS,,2020-04-26,https://timesofindia.indiatimes.com/city/delhi/sdmcs-sanitation-worker-who-tested-positive-for-coronavirus-dies-at-aiims/articleshow/75386566.cms
281,Swaraj Barik takes precaution while gymming,,2020-04-26,https://timesofindia.indiatimes.com/entertainment/events/bhubaneswar/swaraj-barik-takes-precaution-while-gymming/articleshow/78946460.cms
282,"Jharkhand: Delay in shifting pipelines, drains stall widening work on NH-33",,2020-04-26,https://timesofindia.indiatimes.com/city/ranchi/delay-in-shifting-pipelines-drains-stall-widening-work-on-nh-33/articleshow/78940019.cms
283,UP has produced 1.7 crore litres of sanitizer since March,,2020-04-26,https://timesofindia.indiatimes.com/city/lucknow/up-has-produced-1-7-cr-lt-of-sanitizer-since-march/articleshow/78942070.cms
284,"Trouble at forefront: Two sanitation workers, one inspector test Covid-19 positive in Delhi",,2020-04-26,https://timesofindia.indiatimes.com/city/delhi/trouble-at-forefront-2-sanitation-workers-one-inspector-test-ve/articleshow/75363982.cms
285,Hyderabad: Sanitation drive to clean city parks starts,,2020-04-26,https://timesofindia.indiatimes.com/city/hyderabad/hyderabad-sanitation-drive-to-clean-city-parks-starts/articleshow/77806809.cms
286,Two sanitation workers felicitated,,2020-04-26,https://timesofindia.indiatimes.com/city/goa/two-sanitation-workers-felicitated/articleshow/75498663.cms
287,Director Garima Kaul's 'Desire?' uncloaks the realities of asexuality,,2020-04-26,https://timesofindia.indiatimes.com/life-style/spotlight/director-garima-kauls-desire-uncloaks-the-realities-of-asexuality/articleshow/78916982.cms
288,Delhi corporations list 815 safai staff to clean Azadpur mandi,,2020-04-26,https://timesofindia.indiatimes.com/city/delhi/corpns-list-815-safai-staff-to-clean-mandi/articleshow/75306315.cms
289,Jaipur: Pay to get your bags sanitised at station,,2020-04-26,https://timesofindia.indiatimes.com/city/jaipur/pay-to-get-your-bags-sanitised-at-station/articleshow/78901051.cms
290,Coronavirus: Timex India employee develops in-house disinfecting chamber with automatic hand sanitizer dispenser,,2020-04-26,https://timesofindia.indiatimes.com/gadgets-news/coronavirus-timex-india-employee-develops-in-house-disinfecting-chamber-with-automatic-hand-sanitizer-dispenser/articleshow/75272540.cms
291,Sanitation workers’ strike forces GMCH to postpone 20 surgeries,,2020-04-26,https://timesofindia.indiatimes.com/city/chandigarh/sanitation-workers-strike-forces-gmch-to-postpone-20-surgeries/articleshow/79269685.cms
292,Man booked under NSA for axe attack on sanitation worker in Madhya Pradesh,,2020-04-26,https://timesofindia.indiatimes.com/city/bhopal/man-booked-under-nsa-for-axe-attack-on-sanitation-worker-in-madhya-pradesh/articleshow/75229364.cms
293,Ahmedabad: This van can sanitize eight policemen in just 30 seconds,,2020-04-26,https://timesofindia.indiatimes.com/city/ahmedabad/this-van-can-sanitize-eight-policemen-in-just-30-seconds/articleshow/75227329.cms
294,"Chandigarh municipal corporation cedes some ground, but safai workers don’t budge",,2020-04-26,https://timesofindia.indiatimes.com/city/chandigarh/chandigarh-municipal-corporation-cedes-some-ground-but-safai-workers-dont-budge/articleshow/78857154.cms
295,Docs asked to be wary of fake sanitizer,,2020-04-26,https://timesofindia.indiatimes.com/city/lucknow/docs-asked-to-be-wary-of-fake-sanitizer/articleshow/76414625.cms
296,Coir corp launches sanitizer mats,,2020-04-26,https://timesofindia.indiatimes.com/city/kochi/coir-corp-launches-sanitizer-mats/articleshow/76393244.cms
297,Students develop automated sanitizer dispenser,,2020-04-26,https://timesofindia.indiatimes.com/city/thiruvananthapuram/students-develop-automated-sanitizer-dispenser/articleshow/76375081.cms
298,"Five arrested for selling, buying sanitizers as liquor ‘substitute’",,2020-04-26,https://timesofindia.indiatimes.com/city/nagpur/five-arrested-for-selling-buying-sanitizers-as-liquor-substitute/articleshow/75149416.cms
299,"Sanitize, wrap luggage at Pune railway station",,2020-04-26,https://timesofindia.indiatimes.com/city/pune/sanitize-wrap-luggage-at-pune-railway-station/articleshow/77651464.cms
300,Residents of Dudli area grapple with sanitation woes,,2020-08-19,https://timesofindia.indiatimes.com/city/dehradun/residents-of-dudli-area-grapple-with-sanitation-woes/articleshow/77640705.cms
301,Jaipur: Two sanitation workers among 3 arrested for smuggling gold,,2020-08-19,https://timesofindia.indiatimes.com/city/jaipur/2-sanitation-workersamong-3-arrestedfor-smuggling-gold/articleshow/79200709.cms
302,Covid-19: Disinfectant spray and sanitization drives on in Punjab,,2020-08-19,https://timesofindia.indiatimes.com/city/chandigarh/covid-19-disinfectant-spray-and-sanitization-drives-on-in-punjab/articleshow/75127241.cms
303,"Ration, PPE to sanitation workers",,2020-08-19,https://timesofindia.indiatimes.com/city/aurangabad/ration-ppe-to-sanitation-workers/articleshow/75259149.cms
304,Ahmedabad: Police create sanitization van for personnel on lockdown duty,,2020-08-19,https://timesofindia.indiatimes.com/city/ahmedabad/police-create-sanitization-van-for-personnel-on-lockdown-duty/articleshow/75113645.cms
305,KMC sanitizes Ganga Apartment,,2020-08-19,https://timesofindia.indiatimes.com/city/kanpur/kmc-sanitizes-ganga-apartment/articleshow/75239457.cms
306,"BJP blames Delhi govt, DJB says accident site is not under its purview",,2020-08-19,https://timesofindia.indiatimes.com/city/delhi/bjp-blames-delhi-govt-djb-says-accident-site-is-not-under-its-purview/articleshow/78757904.cms
307,Bhubaneswar civic body distributes safety kits among sanitation workers,,2020-08-19,https://timesofindia.indiatimes.com/city/bhubaneswar/bhubaneswar-civic-body-distributes-safety-kits-among-sanitation-workers/articleshow/79167349.cms
308,‘Complete lockdown’ plan for 10 Covid-19 hotspots in West Bengal,,2020-08-19,https://timesofindia.indiatimes.com/city/kolkata/complete-lockdown-plan-for-10-covid-19-hotspots/articleshow/75088484.cms
309,IIT-H provides sanitisers to Sangareddy dist admin,,2020-08-19,https://timesofindia.indiatimes.com/city/hyderabad/iit-h-provides-sanitisers-to-sangareddy-dist-admin/articleshow/75073395.cms
310,Ahmedabad railway station gets sanitizing tunnel,,2020-08-19,https://timesofindia.indiatimes.com/city/ahmedabad/station-gets-sanitizing-tunnel/articleshow/75055459.cms
311,More buses for sanitation staff in Telangana,,2020-08-19,https://timesofindia.indiatimes.com/city/hyderabad/more-buses-for-sanitation-staff/articleshow/75037167.cms
312,"At the movies, keep the mask on",,2020-08-19,https://timesofindia.indiatimes.com/city/bengaluru/at-the-movies-keep-the-mask-on/articleshow/78705754.cms
313,Delhi: Not segregating waste? you are being scanned,,2020-08-19,https://timesofindia.indiatimes.com/city/delhi/not-segregating-wasteyou-are-being-scanned/articleshow/78689721.cms
314,"SOPs for cultural events: Artistes, crew need Covid-negative certificate",,2020-08-19,https://timesofindia.indiatimes.com/india/sops-for-cultural-events-artistes-crew-need-covid-negative-certificate/articleshow/78684705.cms
315,Ahmedabad girl raises funds to supply eco-friendly sanitary pads,,2020-08-19,https://timesofindia.indiatimes.com/city/ahmedabad/ahmedabad-girl-raises-funds-for-free-eco-friendly-sanitary-pads/articleshow/78664214.cms
316,Nivea to make sanitizers in Sanand,,2020-08-19,https://timesofindia.indiatimes.com/city/ahmedabad/nivea-to-make-sanitizers-in-sanand/articleshow/74975390.cms
317,"Masks, sanitizer & distancing: Covid precautions mark Karwa Chauth celebrations",,2020-08-19,https://timesofindia.indiatimes.com/city/lucknow/masks-sanitizer-distancing-covid-precautions-mark-karwa-chauth-celebrations/articleshow/79050909.cms
318,Vijayawada fire: Did sanitizer stock trigger the blaze?,,2020-08-19,https://timesofindia.indiatimes.com/city/vijayawada/did-sanitizer-stock-trigger-the-blaze/articleshow/77451440.cms
319,"Behind in polls, Trump launches swing state blitz",,2020-08-19,https://timesofindia.indiatimes.com/world/us/us-presidential-elections/behind-in-polls-trump-launches-swing-state-blitz/articleshow/78626249.cms
320,Health checkup for sanitation workers,,2020-04-15,https://timesofindia.indiatimes.com/city/coimbatore/health-checkup-for-sanitation-workers/articleshow/75169832.cms
321,EID Parry launches Handkleen sanitizer,,2020-04-15,https://timesofindia.indiatimes.com/business/india-business/eid-parry-launches-handkleen-sanitizer/articleshow/76140213.cms
322,"Cleaning rare, it’s a den of snakes: Sector 9A residents",,2020-04-15,https://timesofindia.indiatimes.com/city/gurgaon/cleaning-rare-its-a-den-of-snakes-sec-9a-residents/articleshow/78609820.cms
323,Sanitation tunnels opened in Thrissur,,2020-04-15,https://timesofindia.indiatimes.com/city/kochi/sanitation-tunnels-opened-in-thrissur/articleshow/75036477.cms
324,Four die in Tirupati after drinking hand sanitizer,,2020-04-15,https://timesofindia.indiatimes.com/city/vijayawada/four-die-in-tirupati-after-drinking-hand-sanitizer/articleshow/77420349.cms
325,Kerala government to rate local bodies for sanitation status: CM Pinarayi Vijayan,,2020-04-15,https://timesofindia.indiatimes.com/city/thiruvananthapuram/kerala-government-to-rate-local-bodies-for-sanitation-status-cm-pinarayi-vijayan/articleshow/78595544.cms
326,Yogi Adityanath pledges to curb Covid-19 in UP with special sanitization campaign,,2020-04-15,https://timesofindia.indiatimes.com/city/lucknow/yogi-pledges-to-curb-covid-19-in-up-with-special-sanitization-campaign/articleshow/78564138.cms
327,Schools ready with new tools for safety in Lucknow,,2020-04-15,https://timesofindia.indiatimes.com/city/lucknow/schools-ready-with-new-tools-for-safety/articleshow/78543883.cms
328,"In dry Gujarat, hooch den proposes to make sanitizers",,2020-04-15,https://timesofindia.indiatimes.com/city/ahmedabad/in-dry-gujarat-hooch-den-proposes-to-make-sanitizers/articleshow/77341811.cms
329,Kolkata airport gets UV tunnel to sanitize flyers’ baggage,,2020-04-15,https://timesofindia.indiatimes.com/city/kolkata/airport-gets-uv-tunnel-to-sanitize-flyers-baggage/articleshow/78521964.cms
330,Breathing with face mask does not alter oxygen level; virus can last nine hours on skin,,2020-04-15,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/breathing-with-face-mask-does-not-alter-oxygen-level-virus-can-last-nine-hours-on-skin/articleshow/78506835.cms
331,"Masks, sanitizers being sold without bills to evade action",,2020-04-15,https://timesofindia.indiatimes.com/city/nagpur/masks-sanitizers-being-sold-without-bills-to-evade-action/articleshow/74764826.cms
332,FMCG makers reduce hand sanitizer prices as per government directive,,2020-04-15,https://timesofindia.indiatimes.com/business/india-business/fmcg-makers-reduce-hand-sanitizer-prices-as-per-government-directive/articleshow/74760403.cms
333,AAP alleges move to hand over sanitation to private agency,,2020-04-15,https://timesofindia.indiatimes.com/city/delhi/aap-alleges-move-to-hand-over-sanitation-to-private-agency/articleshow/78904456.cms
334,Mohammedan Sporting install sanitizing tunnel at club tent,,2020-04-15,https://timesofindia.indiatimes.com/sports/football/i-league/mohammedan-sporting-install-sanitizing-tunnel-at-club-tent/articleshow/77296703.cms
335,"Restaurants to open today, with caution",,2020-04-15,https://timesofindia.indiatimes.com/city/nagpur/restaurants-to-open-today-with-caution/articleshow/78482389.cms
336,Valmiki community protest on; safai workers pelt stones,,2020-04-15,https://timesofindia.indiatimes.com/city/agra/valmiki-community-protest-on-safai-workers-pelt-stones-dump-garbage-in-agra-streets/articleshow/78481790.cms
337,Kolkata gyms add sanitization charges to membership fee,,2020-04-15,https://timesofindia.indiatimes.com/city/kolkata/city-gyms-add-sanitization-charges-to-membership-fee/articleshow/77291490.cms
338,"Teenager creates special box to sanitize veggies, grocery items",,2020-04-15,https://timesofindia.indiatimes.com/city/pune/teenager-creates-special-box-to-sanitize-veggies-grocery-items/articleshow/78468872.cms
339,Gujarat: Sanitation helpline gets 123 calls in 3 days,,2020-04-15,https://timesofindia.indiatimes.com/city/vadodara/sanitation-helpline-gets-123-calls-in-3-days/articleshow/72420646.cms
340,Maharashtra government issues guidelines for restaurants which are set to reopen,,2020-10-03,https://timesofindia.indiatimes.com/city/mumbai/maharashtra-government-issues-guidelines-for-restaurants-which-are-set-to-reopen/articleshow/78464066.cms
341,Soak pits built under MGNREGS improve sanitation in Dharwad villages,,2020-10-03,https://timesofindia.indiatimes.com/city/hubballi/soak-pits-built-under-mgnregs-improve-sanitation-in-dharwad-villages/articleshow/78453129.cms
342,Fake sanitizer making unit raided in Nagpur,,2020-10-03,https://timesofindia.indiatimes.com/city/nagpur/fake-sanitizer-makingunit-raided-in-city/articleshow/74701269.cms
343,Sanitizer production up in Kandla SEZ,,2020-10-03,https://timesofindia.indiatimes.com/city/ahmedabad/sanitizer-production-up-in-kandla-sez/articleshow/75855976.cms
344,"Fake hand sanitiser unit raided, six held in Pune",,2020-10-03,https://timesofindia.indiatimes.com/city/pune/fake-hand-sanitizer-unit-raided-6-held/articleshow/74680747.cms
345,Kanyakumari SHGs to manufacture sanitizers and sell them at low price,,2020-10-03,https://timesofindia.indiatimes.com/city/madurai/kanyakumari-shgs-to-manufacture-sanitizers-and-sell-them-at-low-price/articleshow/74682039.cms
346,"Two weeks on, no sanitization in Agra markets",,2020-10-03,https://timesofindia.indiatimes.com/city/agra/two-weeks-on-no-sanitization-in-agra-markets/articleshow/77226183.cms
347,"Beware, 43% ATMs in Kerala lack sanitization facilities",,2020-10-03,https://timesofindia.indiatimes.com/city/kochi/beware-43-atms-in-state-lack-sanitization-facilities/articleshow/77227789.cms
348,Two arrested for stabbing SMC sanitation worker,,2020-10-03,https://timesofindia.indiatimes.com/city/vadodara/two-arrested-for-stabbing-smc-sanitation-worker/articleshow/77227342.cms
349,Bhopal sanitation workers stop work to protest UP horror,,2020-10-03,https://timesofindia.indiatimes.com/city/bhopal/bhopal-sanitation-workers-stop-work-to-protest-up-horror/articleshow/78439329.cms
350,"Sanitation workers rise in protest, block roads, refuse to work",,2020-10-03,https://timesofindia.indiatimes.com/city/agra/sanitation-workers-rise-in-protest-block-roads-refuse-to-work/articleshow/78434907.cms
351,Andhra Pradesh: 50-year-old sanitation worker dies 24 hours after getting vaccine shot in Tirupati,,2020-10-03,https://timesofindia.indiatimes.com/city/amaravati/andhra-pradesh-50-year-old-sanitation-worker-dies-24-hours-after-getting-vaccine-shot-in-tirupati/articleshow/80792619.cms
352,FDA warns Americans of toxic hand sanitizers,,2020-10-03,https://timesofindia.indiatimes.com/world/us/fda-warns-americans-of-toxic-hand-sanitizers/articleshow/77211452.cms
353,"Homes of patients, kin sanitized",,2020-10-03,https://timesofindia.indiatimes.com/city/vadodara/homes-of-patients-kin-sanitized/articleshow/74799392.cms
354,SMC sanitation worker stabbed 30 times,,2020-10-03,https://timesofindia.indiatimes.com/city/surat/smc-sanitation-worker-stabbed-30-times/articleshow/77205231.cms
355,SmartClean aims global expansion with IoT and AI-driven sanitization solutions,,2020-10-03,https://timesofindia.indiatimes.com/companies/smartclean-aims-global-expansion-with-iot-and-ai-driven-sanitization-solutions/articleshow/78841448.cms
356,"Sanitation staff paid well, can’t regularise service: GHMC",,2020-10-03,https://timesofindia.indiatimes.com/city/hyderabad/sanitation-staff-paid-well-cant-regularise-service-ghmc/articleshow/78415833.cms
357,The use of hand sanitizer: Safety vs effects on skin,,2020-10-03,https://timesofindia.indiatimes.com/life-style/beauty/the-use-of-hand-sanitizer-safety-vs-effects-on-skin/articleshow/77169360.cms
358,"Daily sanitization to cost Rs4,000, need funds: Schools",,2020-10-03,https://timesofindia.indiatimes.com/city/nagpur/daily-sanitization-to-cost-rs4000-need-funds-schools/articleshow/78394340.cms
359,Sanitation workers demand their dues,,2020-10-03,https://timesofindia.indiatimes.com/city/vijayawada/sanitation-workers-demand-their-dues/articleshow/74752330.cms
360,Coronavirus scare: Rs 2 lakh fake sanitisers seized in Mumbai,,2020-03-13,https://timesofindia.indiatimes.com/city/mumbai/rs-2-lakh-fake-sanitizers-seized-in-mumbai/articleshow/74603022.cms
361,College comes up with low-cost sanitizer,,2020-03-13,https://timesofindia.indiatimes.com/city/thiruvananthapuram/college-comes-up-with-low-cost-sanitizer/articleshow/74601797.cms
362,Coronavirus: This is how Samsung plans to help fight COVID-19 infection,,2020-03-13,https://timesofindia.indiatimes.com/gadgets-news/coronavirus-this-is-how-samsung-plans-to-help-fight-covid-19-infection/articleshow/74598540.cms
363,Maharashtra: ‘Agents’ charge Rs 100 to sanitise vehicles at RTO,,2020-03-13,https://timesofindia.indiatimes.com/city/mumbai/maharashtra-agents-charge-rs-100-to-sanitise-vehicles-at-rto/articleshow/78358436.cms
364,Activist moves HC over poor sanitation in SBS Nagar,,2020-03-13,https://timesofindia.indiatimes.com/city/ludhiana/activist-moves-hc-over-poor-sanitation-in-sbs-nagar/articleshow/78353382.cms
365,Coimbatore: New sanitary workers while away time as expectations fall short,,2020-03-13,https://timesofindia.indiatimes.com/city/coimbatore/new-sanitary-workers-while-away-time-as-expectations-fall-short/articleshow/74584580.cms
366,Sanitation workers get training,,2020-03-13,https://timesofindia.indiatimes.com/city/aurangabad/sanitation-workers-get-training/articleshow/74712572.cms
367,RMRC Bhubaneswar develops UV sanitized dustbin,,2020-03-13,https://timesofindia.indiatimes.com/city/bhubaneswar/rmrc-bhubaneswar-develops-uv-sanitized-dustbin/articleshow/77122127.cms
368,Poor hygiene at Covid wards in North Karnataka,,2020-03-13,https://timesofindia.indiatimes.com/city/hubballi/poor-hygiene-at-covid-wards-in-north-karnataka/articleshow/78339470.cms
369,Colleges make sanitizers in their labs,,2020-03-13,https://timesofindia.indiatimes.com/city/kochi/colleges-make-sanitizers-in-their-labs/articleshow/74681310.cms
370,No water supply in 535 government schools,,2020-03-13,https://timesofindia.indiatimes.com/city/ahmedabad/no-water-supply-in-535-govt-schools/articleshow/78323928.cms
371,"BIEC lacks staff, water and sanitation: Congress",,2020-03-13,https://timesofindia.indiatimes.com/city/bengaluru/biec-is-empty-shell-lacks-staff-water-and-sanitation-congress/articleshow/77095162.cms
372,Well-trained sanitation workers keep city running,,2020-03-13,https://timesofindia.indiatimes.com/city/bhubaneswar/well-trained-sanitation-workers-keep-city-running/articleshow/77094038.cms
373,KSDP to launch Sanitizer wrist bands,,2020-03-13,https://timesofindia.indiatimes.com/city/thiruvananthapuram/ksdp-to-launch-sanitizer-wrist-bands/articleshow/75682202.cms
374,Few takers for Jaipur Metro on Day 2 but people hail move to resume ops,,2020-03-13,https://timesofindia.indiatimes.com/city/jaipur/few-takers-for-metro-on-day-2-but-people-hail-move-to-resume-ops/articleshow/78304848.cms
375,How often should you clean your toilet,,2020-03-13,https://timesofindia.indiatimes.com/life-style/home-garden/how-often-should-you-clean-your-toilet/articleshow/78297413.cms
376,Noida waste vans targeted amid talks,,2020-03-13,https://timesofindia.indiatimes.com/city/noida/noida-waste-vans-targeted-amid-talks/articleshow/78285764.cms
377,"75% of govt Puja grant to clubs must be spent on masks, sanitizers: HC",,2020-03-13,https://timesofindia.indiatimes.com/city/kolkata/75-of-govt-puja-grant-to-clubs-must-be-spent-on-masks-sanitizers-hc/articleshow/78711938.cms
378,Illegal parking & sanitation Adarsh Nagar’s major woes,,2020-03-13,https://timesofindia.indiatimes.com/city/jaipur/illegal-parking-sanitation-adarsh-nagars-major-woes/articleshow/78711473.cms
379,"Drones to keep vigil on sanitization, crowding in containment zones",,2020-03-13,https://timesofindia.indiatimes.com/city/lucknow/drones-to-keep-vigil-on-sanitization-crowding-in-containment-zones/articleshow/77027403.cms
380,"Sanitizer scam in LMC, probe begins",,2020-05-07,https://timesofindia.indiatimes.com/city/lucknow/sanitizer-scam-in-lmc-probe-begins/articleshow/75598393.cms
381,PMC sanitation staff want their own CCC,,2020-05-07,https://timesofindia.indiatimes.com/city/pune/pmc-sanitation-staff-want-their-own-ccc/articleshow/77023516.cms
382,"ASV players distribute masks, sanitizers to migrant workers",,2020-05-07,https://timesofindia.indiatimes.com/sports/more-sports/others/asv-players-distribute-masks-sanitizers-to-migrant-workers/articleshow/77020555.cms
383,Odisha HC defers video hearings to tomorrow on account of buildings’ sanitisation,,2020-05-07,https://timesofindia.indiatimes.com/city/cuttack/hc-defers-video-hearings-to-tomorrow-on-account-of-buildings-sanitisation/articleshow/78241787.cms
384,"Weeks to go for Maha Kumbh, sanitation workers in Haridwar on strike for two days now; mounds of garbage and stench in holy city",,2020-05-07,https://timesofindia.indiatimes.com/city/dehradun/weeks-to-go-for-maha-kumbh-sanitation-workers-in-haridwar-on-strike-for-two-days-now-mounds-of-garbage-and-stench-in-holy-city/articleshow/80655053.cms
385,"Delhi: As masks, PPE kits head to landfills, you can’t shrug off share of blame",,2020-05-07,https://timesofindia.indiatimes.com/city/delhi/as-masks-ppe-kits-head-to-landfills-you-cant-shrug-off-share-of-blame/articleshow/78223555.cms
386,"Chandrashekhar Azad joins sanitation workers’ stir in Noida, warns of a bigger protest",,2020-05-07,https://timesofindia.indiatimes.com/city/noida/azad-joins-sanitation-workers-stir-in-city-warns-of-a-bigger-protest/articleshow/78210508.cms
387,Car crushes sanitation worker to death in Vijayawada,,2020-05-07,https://timesofindia.indiatimes.com/city/vijayawada/car-crushes-sanitation-worker-to-death/articleshow/76967576.cms
388,Publish the list of frontline warriors who died of Covid-19 and help their families: Gudur Narayana Reddy,,2020-05-07,https://timesofindia.indiatimes.com/city/hyderabad/publish-the-list-of-frontline-warriors-who-died-of-covid-19-and-help-their-families-gudur-narayana-reddy/articleshow/78207937.cms
389,Hand sanitizers donated for 32 buses at TNSTC Kovilpatti depot,,2020-05-07,https://timesofindia.indiatimes.com/city/madurai/hand-sanitizers-donated-for-32-buses-at-tnstc-kovilpatti-depot/articleshow/78207194.cms
390,Celebrating women in sanitation management,,2020-05-07,https://timesofindia.indiatimes.com/city/trichy/celebrating-women-in-sanitation-management/articleshow/74543204.cms
391,UP: Man booked for trying to rape sanitation worker,,2020-05-07,https://timesofindia.indiatimes.com/city/bareilly/man-booked-for-trying-to-rape-sanitation-worker/articleshow/76927916.cms
392,Ramgarh stinks as piles of garbage dot streets amid strike by civic workers,,2020-05-07,https://timesofindia.indiatimes.com/city/ranchi/ramgarh-stinks-as-piles-of-garbage-dot-streets-amid-strike-by-civic-workers/articleshow/78154635.cms
393,"Hyderabad: Private agencies to run 10,000 public toilets",,2020-05-07,https://timesofindia.indiatimes.com/city/hyderabad/pvt-agencies-to-run-10000-public-toilets/articleshow/78135257.cms
394,Robot to serve Covid-19 patients in Andhra Pradesh's Vizag,,2020-05-07,https://timesofindia.indiatimes.com/city/visakhapatnam/robot-to-serve-covid-19-patients-in-andhra-pradeshs-vizag/articleshow/78108490.cms
395,Free ration kits distributed to sanitation workers,,2020-05-07,https://timesofindia.indiatimes.com/city/dehradun/free-ration-kits-distributed-to-sanitation-workers/articleshow/76840106.cms
396,CIFT develops seaweed-based sanitizer,,2020-05-07,https://timesofindia.indiatimes.com/city/kochi/cift-develops-seaweed-based-sanitizer/articleshow/75387866.cms
397,"Chhattisgarh: Padwoman distributes napkins, raincoats to sanitation workers",,2020-05-07,https://timesofindia.indiatimes.com/city/raipur/chhattisgarh-padwoman-distributes-napkins-raincoats-to-sanitation-workers/articleshow/76831868.cms
398,Ashok Gehlot bats for safety of sanitation workers,,2020-05-07,https://timesofindia.indiatimes.com/city/jaipur/ashok-gehlot-bats-for-safety-of-sanitation-workers/articleshow/76825584.cms
399,Workers steal safety gear worth Rs 7 lakh,,2020-05-07,https://timesofindia.indiatimes.com/city/ahmedabad/workers-steal-safety-gear-worth-rs-7-lakh/articleshow/78068377.cms
